video,frame,left-x,left-y,right-x,right-y,nose-x,nose-y
8,16,0.9541016,-0.09423828,-0.5131836,0.9853516,-0.1032967,-0.1464898
8,17,0.9438477,-0.1347656,-0.6669922,0.715332,-0.1062717,-0.1491849
8,18,0.925293,-0.1816406,-0.5668945,0.277832,-0.1108748,-0.1543481
8,19,0.9462891,-0.1235352,-0.6953125,0.4624023,-0.1107323,-0.1544005
8,20,0.9438477,-0.1860352,-0.8408203,0.5888672,-0.111459,-0.1542337
8,21,0.8999023,-0.1782227,-0.7236328,0.3857422,-0.1119478,-0.1536468
8,22,0.9472656,-0.2192383,-0.2851563,0.347168,-0.1124721,-0.1523238
8,23,0.9482422,-0.1484375,-0.6953125,0.4521484,-0.112876,-0.1516634
8,24,0.8984375,-0.1635742,-0.8725586,0.9082031,-0.1130769,-0.1512719
8,25,1.086914,-0.2167969,-0.6020508,0.5395508,-0.1128539,-0.1507284
8,26,1.224121,-0.3198242,-0.2548828,0.3354492,-0.1123233,-0.1499641
8,27,0.6088867,-0.1293945,-0.4960938,0.5805664,-0.1095125,-0.1472928
8,28,0.3198242,-0.04443359,-0.5458984,0.6962891,-0.1131448,-0.1490088
8,29,0.2036133,-0.2265625,-0.2871094,0.9389648,-0.1132578,-0.1489545
8,30,0.1987305,-0.1337891,-0.08154297,0.9614258,-0.1131729,-0.1477014
8,31,0.02246094,-0.3032227,0.1953125,0.9458008,-0.1130094,-0.1469266
8,32,0.002929688,-0.2319336,-0.1445313,1.222656,-0.1125687,-0.1462076
8,33,0.1904297,-0.3286133,-0.3388672,0.7851563,-0.1116126,-0.1457578
8,34,0.1176758,-0.2436523,-0.3081055,0.8193359,-0.1101799,-0.1456603
8,35,0.1191406,-0.3295898,-0.1098633,0.5102539,-0.1097814,-0.1458025
8,36,0.07373047,-0.3305664,0.6245117,0.3334961,-0.10914,-0.1457077
8,37,0.07373047,-0.2470703,-0.046875,0.7685547,-0.1098325,-0.1455343
8,38,0.07177734,-0.265625,-0.3530273,0.6967773,-0.1095195,-0.1450841
8,39,0.06396484,-0.3886719,-0.2397461,0.8706055,-0.1093066,-0.1449484
8,40,0.08642578,-0.3017578,0.07714844,0.5917969,-0.1090138,-0.1447842
8,41,0.03808594,-0.2128906,-0.1220703,0.7592773,-0.1088345,-0.1446481
8,42,0.02929688,-0.2670898,-0.3442383,0.8457031,-0.1086877,-0.144407
8,43,-0.01757813,-0.2045898,-0.6640625,0.7114258,-0.1091733,-0.1448029
8,44,0.2329102,-0.2319336,-0.5273438,0.734375,-0.1112384,-0.1473119
8,45,0.3857422,-0.2348633,-0.3500977,0.5395508,-0.1108317,-0.1498024
8,46,0.5161133,-0.2714844,-0.3295898,0.5766602,-0.1108568,-0.151967
8,47,0.7929688,-0.2368164,-0.6206055,0.6069336,-0.1098801,-0.1524566
8,48,0.9921875,-0.2333984,-1.015137,0.4462891,-0.1056618,-0.1522439
8,49,1.037109,-0.2294922,-0.9819336,0.2827148,-0.1056309,-0.150847
8,50,1.055176,-0.3486328,-0.828125,0.4570313,-0.1060196,-0.1499987
8,51,1.019531,-0.07958984,-0.7451172,0.5478516,-0.1065426,-0.1498884
8,52,0.8779297,-0.1308594,-0.8793945,0.4624023,-0.1072156,-0.1495024
8,53,0.875,-0.1401367,-1.290039,0.3847656,-0.1077826,-0.1490434
8,54,0.9428711,-0.1665039,-1.389648,0.4301758,-0.108375,-0.1491849
8,55,1.000977,-0.2158203,-0.6923828,0.4414063,-0.109219,-0.1504337
8,56,0.9311523,-0.1879883,-0.05371094,1.077148,-0.108869,-0.1513026
8,57,0.8984375,-0.1254883,-0.2197266,0.9106445,-0.109297,-0.151614
8,58,0.9125977,-0.1025391,-0.9707031,0.1381836,-0.1101092,-0.1510783
8,59,1.038086,-0.1757813,-1.319336,-0.3544922,-0.1112675,-0.150896
8,60,0.9487305,-0.2392578,-1.166016,-0.1777344,-0.112105,-0.1505774
8,61,0.90625,-0.1875,-0.9223633,0.07568359,-0.1130663,-0.1506202
8,62,0.9013672,-0.1606445,-0.8183594,0.2324219,-0.1134109,-0.1506751
8,63,0.9243164,-0.1230469,-0.9892578,0.1479492,-0.1140656,-0.1505404
8,64,0.9199219,-0.1469727,-1.009277,0.2231445,-0.1161117,-0.1524189
8,65,0.9575195,-0.1650391,-0.5366211,0.6577148,-0.1163897,-0.1613617
8,66,0.9658203,-0.1884766,0.527832,1.000488,-0.1124161,-0.1595496
8,67,0.9145508,-0.1899414,0.7329102,1.250488,-0.1118797,-0.1591436
8,68,0.9692383,-0.1660156,0.4042969,0.7563477,-0.1105614,-0.1578477
8,69,0.9023438,-0.1210938,-0.09375,0.4321289,-0.1109207,-0.1579203
8,70,1.004395,-0.1264648,-1.078613,0.1591797,-0.1164898,-0.1578573
8,71,0.9418945,-0.1171875,-0.668457,-0.04052734,-0.1194049,-0.156652
8,72,0.78125,-0.1533203,-0.5703125,0.4702148,-0.1205037,-0.1554497
8,73,1.005371,-0.2514648,-0.4257813,0.8588867,-0.1207552,-0.1544319
8,74,0.9057617,-0.1220703,-0.3618164,0.737793,-0.1206789,-0.1533744
8,75,0.9467773,-0.05029297,-0.6162109,0.8369141,-0.1205466,-0.1531211
8,76,0.9375,-0.1611328,-0.7905273,0.7426758,-0.120706,-0.153144
8,77,0.9697266,-0.1875,-0.7255859,0.6953125,-0.1222988,-0.1539543
8,78,0.9189453,-0.2255859,-0.668457,0.6206055,-0.1211311,-0.1555954
8,79,0.9550781,-0.15625,-0.449707,0.5004883,-0.1177567,-0.1550959
8,80,1.013672,-0.2231445,-0.4106445,0.3510742,-0.1175177,-0.1552691
8,81,1.051758,-0.1357422,-0.565918,0.3388672,-0.1170931,-0.1553067
8,82,1.121582,-0.2724609,-0.3857422,0.3574219,-0.116156,-0.1553654
8,83,0.5097656,-0.3310547,-0.3833008,0.402832,-0.1150835,-0.1547661
8,84,0.2055664,-0.4355469,-0.4643555,0.5029297,-0.1166277,-0.1551374
8,85,0.04394531,-0.1791992,-0.2666016,0.8125,-0.1178971,-0.1532129
8,86,0.1635742,-0.0234375,0.7929688,1.385254,-0.1183028,-0.1518963
8,87,0.409668,-0.2416992,0.1557617,0.8071289,-0.1186417,-0.1508345
8,88,0.0078125,-0.2797852,0.09570313,0.5473633,-0.1185736,-0.1497273
8,89,0.1137695,-0.3115234,0.4892578,0.4350586,-0.1181937,-0.1490566
8,90,0.2539063,-0.3344727,0.3642578,0.7348633,-0.1177059,-0.1485934
8,91,0.3754883,-0.1865234,0.3510742,0.6386719,-0.1164803,-0.1478749
8,92,0.5898438,-0.1806641,0.6777344,0.6333008,-0.1141392,-0.1471842
8,93,0.765625,-0.1943359,0.4462891,1.002441,-0.1122225,-0.1467939
8,94,0.9736328,-0.1782227,0.05810547,0.7099609,-0.1114299,-0.1466357
8,95,1.07666,-0.1186523,-0.2407227,0.3735352,-0.1107538,-0.1471173
8,96,0.9951172,-0.1811523,-0.3535156,0.4057617,-0.1104907,-0.1476249
8,97,0.9238281,-0.04394531,-0.2177734,0.5581055,-0.1103766,-0.1484639
8,98,0.9453125,-0.1953125,-0.21875,0.5786133,-0.1102779,-0.1486496
8,99,0.8964844,-0.1499023,-0.1708984,0.5771484,-0.1102316,-0.1486261
8,100,0.9331055,-0.1459961,0.01025391,0.3442383,-0.1101673,-0.1485546
8,101,0.9550781,-0.1923828,0.5493164,0.5087891,-0.1100793,-0.1484613
8,102,0.9506836,-0.1357422,1.09668,0.5390625,-0.1115298,-0.1482286
8,103,0.9599609,-0.1723633,1.238281,0.2602539,-0.1119154,-0.1481058
8,104,0.9399414,-0.1650391,0.9790039,0.6762695,-0.1119759,-0.148004
